,result,champion,kill,death,assist,dmg_dealt,dmg_taken,game_type,length,kill_percentage,average_tier,cs,cs_per_minute,items,control_wards,baron,dragon,tower
189,Victoria,Fizz,14 , 7 , 23,"30,392","20,880",ARAM,18 46,C/Kill 66%,bronze 2,55,(2.9),"['Llamasombría', 'Vara explosiva', 'Reloj de arena de Zhonya', 'Botas jonias de la lucidez', 'Tempestad de Luden', 'Joya de la plaga', 'Snack para poros']",Control Ward 0,0,0,2
190,Victoria,Karma,10 , 4 , 34,"17,677","9,589",ARAM,14 17,C/Kill 80%,bronze 3,16,(1.1),"['Tempestad de Luden', 'Botas de hechicero', 'Poción reutilizable', 'Impulso cósmico', 'Alternador hextech', 'Vara innecesariamente grande', 'Snack para poros']",Control Ward 0,0,0,1
191,Derrota,Viego,10 , 10 , 23,"34,111","41,689",ARAM,21 33,C/Kill 54%,bronze 1,82,(3.8),"['Desgarrador divino', 'Poción reutilizable', 'Botas blindadas', 'Baile de la muerte', 'Hoja del rey arruinado', 'Final del ingenio', 'Snack para poros']",Control Ward 0,0,0,4
192,Derrota,Kennen,4 , 7 , 10,"11,555","16,676",ARAM,13 59,C/Kill 64%,bronze 1,27,(1.9),"['Cosechador nocturno', 'Poción reutilizable', 'Reloj de arena de Zhonya', 'Tomo amplificador', 'Botas de hechicero', 'Snack para poros']",Control Ward 0,0,0,3
193,Victoria,Veigar,7 , 4 , 13,"8,202","7,703",ARAM,9 14,C/Kill 63%,bronze 1,27,(2.9),"['Tempestad de Luden', 'Vara innecesariamente grande', 'Botas de hechicero', 'Alternador hextech', 'Snack para poros']",Control Ward 0,1,2,11
194,Derrota,Viego,6 , 12 , 11,"14,555","32,691",ARAM,20 7,C/Kill 61%,silver 3,51,(2.5),"['Desgarrador divino', 'Botas blindadas', 'Poción reutilizable', 'Hoja del rey arruinado', 'Baile de la muerte', 'Hacha hogareña', 'Snack para poros']",Control Ward 0,1,4,11
195,Victoria,Xerath,13 , 7 , 30,"37,621","17,440",ARAM,19 11,C/Kill 83%,silver 4,46,(2.4),"['Tempestad de Luden', 'Precisión infalible', 'Cronómetro estropeado', 'Llamasombría', 'Bastón del Vacío', 'Botas de hechicero', 'Snack para poros']",Control Ward 0,0,2,5
196,Derrota,Zed,8 , 7 , 5,"31,177","23,109",Clasificatoria Solo 5vs5,33 28,C/Kill 54%,bronze 2,168,(5),"['Hidra voraz', 'Poción reutilizable', 'Garra de merodeador', 'Botas de mercurio', 'Cuchilla negra', 'Lente del oráculo']",Control Ward 3,0,1,2
197,Victoria,Zed,9 , 3 , 10,"29,507","19,073",Clasificatoria Solo 5vs5,31 39,C/Kill 50%,bronze 1,183,(5.8),"['Poción reutilizable', 'Botas de mercurio', 'Garra de merodeador', 'Hidra voraz', 'Cuchilla negra', 'Últimas palabras', 'Lente del oráculo']",Control Ward 0,1,4,9
198,Victoria,Zed,10 , 4 , 10,"19,991","15,042",Clasificatoria Solo 5vs5,25 15,C/Kill 53%,silver 4,114,(4.5),"['Botas de mercurio', 'Poción reutilizable', 'Garra de merodeador', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 1,1,2,11
199,Derrota,Zed,9 , 8 , 4,"23,016","24,868",Clasificatoria Solo 5vs5,31 47,C/Kill 43%,bronze 2,192,(6),"['Botas de mercurio', 'Cuchilla negra', 'Garra de merodeador', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 2,1,2,7
200,Victoria,Kayn,1 , 0 , 3,"2,728","13,059",Clasificatoria Solo 5vs5,15 15,C/Kill 27%,bronze 2,104,(6.8),"['Brote de Brincamontes', 'Poción reutilizable', 'Chupasangre', 'Botas blindadas', 'Guardián de control', 'Lente del oráculo']",Control Ward 1,0,1,1
201,Derrota,Diana,12 , 11 , 13,"47,405","47,560",Clasificatoria Solo 5vs5,44 16,C/Kill 51%,bronze 2,222,(5),"['Diente de Nashor', 'Reloj de arena de Zhonya', 'Cintomisil hextech', 'Bastón del Vacío', 'Morellonomicón', 'Botas de hechicero', 'Lente del oráculo']",Control Ward 0,0,0,4
202,Victoria,Zed,5 , 4 , 6,"18,306","17,263",Clasificatoria Solo 5vs5,29 56,C/Kill 50%,bronze 2,190,(6.3),"['Eclipse', 'Poción reutilizable', 'Botas de mercurio', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Gema avivadora', 'Lente del oráculo']",Control Ward 4,0,0,0
203,Victoria,Zed,15 , 4 , 15,"43,473","28,665",Clasificatoria Solo 5vs5,37 8,C/Kill 75%,bronze 1,194,(5.2),"['Poción reutilizable', 'Botas jonias de la lucidez', 'Garra de merodeador', 'Hidra voraz', 'Cuchilla negra', 'Rencor de Serylda', 'Lente del oráculo']",Control Ward 2,0,0,2
204,Derrota,Sylas,4 , 7 , 1,"10,413","22,870",Normal,27 31,C/Kill 56%,bronze 1,124,(4.5),"['Poción reutilizable', 'Cronómetro estropeado', 'Escarcha eterna', 'Botas de hechicero', 'Brazalete de la buscadora', 'Escudo de Doran', 'Guardián invisible']",Control Ward 2,1,2,9
205,Victoria,Fizz,10 , 5 , 15,"17,420","12,533",ARAM,14 47,C/Kill 63%,bronze 1,38,(2.6),"['Tempestad de Luden', 'Botas de hechicero', 'Reloj de arena de Zhonya', 'Alternador hextech', 'Snack para poros']",Control Ward 0,2,3,11
206,Derrota,Varus,14 , 9 , 14,"18,295","20,097",ARAM,14 40,C/Kill 70%,silver 2,53,(3.6),"['Arcoescudo inmortal', 'Grebas de berserker', 'Final del ingenio', 'Poción reutilizable', 'Huracán de Runaan', 'Arco curvo', 'Snack para poros']",Control Ward 0,0,5,6
207,Derrota,Xayah,4 , 6 , 10,"14,322","18,233",ARAM,22 37,C/Kill 52%,silver 2,116,(5.1),"['Grebas de berserker', 'Bailarín espectral', 'Viento huracanado', 'Filo infinito', 'Sanguinaria', 'Snack para poros']",Control Ward 0,0,1,4
208,Victoria,Zed,1 , 3 , 13,"17,214","18,126",Normal,35 3,C/Kill 41%,silver 2,181,(5.2),"['Eclipse', 'Poción reutilizable', 'Botas de mercurio', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Gema avivadora', 'Lente del oráculo']",Control Ward 3,0,4,11
209,Victoria,Zed,12 , 7 , 15,"33,150","32,433",Normal,41 8,C/Kill 46%,silver 2,247,(6),"['Cuchilla negra', 'Hidra voraz', 'Garra de merodeador', 'Botas jonias de la lucidez', 'Filo de la noche', 'Rencor de Serylda', 'Visión lejana modificada']",Control Ward 3,0,0,2
210,Rehacer,Zed,0 , 1 , 0,497,904,Normal,2 58,C/Kill 0%,silver 2,9,(3),"['Espada larga', 'Poción de vida', 'Guardián invisible']",Control Ward 0,1,2,5
211,Derrota,Sylas,11 , 9 , 6,"30,418","48,486",Normal,38 35,C/Kill 49%,silver 4,165,(4.3),"['Llamasombría', 'Reloj de arena de Zhonya', 'Escarcha eterna', 'Orbe del olvido', 'Alternador hextech', 'Botas de hechicero', 'Lente del oráculo']",Control Ward 1,1,2,6
212,Derrota,Zed,14 , 10 , 9,"38,090","33,891",Normal,39 6,C/Kill 66%,silver 4,234,(6),"['Botas de mercurio', 'Hidra voraz', 'Garra de merodeador', 'Cuchilla negra', 'Rencor de Serylda', 'Colmillo de serpiente', 'Lente del oráculo']",Control Ward 0,0,1,1
213,Victoria,Diana,8 , 5 , 5,"17,605","17,172",Normal,28 37,C/Kill 34%,silver 1,98,(3.4),"['Anillo de Doran', 'Poción reutilizable', 'Cintomisil hextech', 'Botas de hechicero', 'Diente de Nashor', 'Alternador hextech', 'Guardián invisible']",Control Ward 1,0,2,1
214,Victoria,Irelia,9 , 14 , 19,"30,007","47,933",ARAM,23 35,C/Kill 47%,gold 4,126,(5.3),"['Hoja del rey arruinado', 'Botas blindadas', 'Poción reutilizable', 'Arcoescudo inmortal', 'Final del ingenio', 'Baile de la muerte', 'Snack para poros']",Control Ward 0,1,4,10
215,Derrota,Diana,9 , 7 , 8,"28,176","30,021",Normal,35 52,C/Kill 47%,bronze 1,227,(6.3),"['Diente de Nashor', 'Poción reutilizable', 'Cintomisil hextech', 'Botas de hechicero', 'Llamasombría', 'Orbe del olvido', 'Lente del oráculo']",Control Ward 0,1,2,7
216,Victoria,Zed,4 , 4 , 6,"11,090","11,300",Normal,23 46,C/Kill 45%,bronze 2,140,(5.9),"['Poción reutilizable', 'Botas de mercurio', 'Garra de merodeador', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 1,1,4,6
217,Victoria,Zed,8 , 2 , 4,"10,663","5,146",Normal,15 19,C/Kill 48%,bronze 3,99,(6.5),"['Poción reutilizable', 'Botas jonias de la lucidez', 'Garra de merodeador', 'Hidra voraz', 'Lente del oráculo']",Control Ward 1,0,2,3
218,Rehacer,Zed,0 , 1 , 0,704,898,Normal,2 51,C/Kill 0%,silver 4,5,(1.8),"['Espada larga', 'Poción de vida', 'Guardián invisible']",Control Ward 0,0,1,0
219,Victoria,Sylas,1 , 0 , 5,"5,677","8,322",Normal,15 32,C/Kill 27%,bronze 2,68,(4.4),"['Escudo de Doran', 'Escarcha eterna', 'Poción reutilizable', 'Calzado ligeramente mágico', 'Visión lejana modificada']",Control Ward 3,1,5,10
220,Derrota,Zed,4 , 6 , 8,"34,535","33,380",Normal,46 9,C/Kill 43%,silver 4,251,(5.4),"['Botas de mercurio', 'Espada larga', 'Garra de merodeador', 'Hidra voraz', 'Cuchilla negra', 'Rencor de Serylda', 'Guardián invisible']",Control Ward 0,1,3,8
221,Derrota,Zed,29 , 9 , 8,"81,800","52,782",Normal,45 37,C/Kill 73%,bronze 3,244,(5.3),"['Eclipse', 'Rencor de Serylda', 'Botas jonias de la lucidez', 'Hidra voraz', 'Cuchilla negra', 'Colmillo de serpiente', 'Lente del oráculo']",Control Ward 3,0,2,8
222,Victoria,Zed,7 , 7 , 9,"20,289","19,529",Normal,30 26,C/Kill 39%,silver 3,142,(4.7),"['Eclipse', 'Filo fantasmal de Youmuu', 'Botas de mercurio', 'Poción reutilizable', 'Cristal de rubí', 'Daga dentada', 'Lente del oráculo']",Control Ward 0,0,2,4
223,Victoria,Diana,6 , 1 , 5,"6,860","13,681",Normal,20 10,C/Kill 42%,silver 4,148,(7.3),"['Diente de Nashor', 'Cintomisil hextech', 'Botas de hechicero', 'Lente del oráculo']",Control Ward 0,0,0,4
224,Derrota,Sylas,6 , 18 , 7,"14,349","46,808",Normal,42 46,C/Kill 39%,bronze 1,150,(3.5),"['Morellonomicón', 'Reloj de arena de Zhonya', 'Escarcha eterna', 'Botas de mercurio', 'Alternador hextech', 'Lente del oráculo']",Control Ward 1,0,0,4
225,Victoria,Zed,11 , 6 , 3,"27,855","25,281",Normal,35 33,C/Kill 52%,silver 3,164,(4.6),"['Filo fantasmal de Youmuu', 'Filo de la noche', 'Garra de merodeador', 'Botas jonias de la lucidez', 'Espada larga', 'Lente del oráculo']",Control Ward 2,0,0,4
226,Victoria,LeBlanc,7 , 4 , 13,"23,528","21,101",Normal,31 20,C/Kill 45%,silver 3,124,(4),"['Poción reutilizable', 'Tempestad de Luden', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Anillo de Doran', 'Alternador hextech', 'Lente del oráculo']",Control Ward 3,0,0,4
227,Derrota,Elise,0 , 8 , 11,"14,741","33,335",Normal,38 5,C/Kill 44%,gold 4,146,(3.8),"['Llamasombría', 'Cosechador nocturno', 'Reloj de arena de Zhonya', 'Lente del oráculo']",Control Ward 0,1,1,4
228,Derrota,LeBlanc,13 , 6 , 5,"28,122","35,451",Normal,37 34,C/Kill 50%,silver 3,176,(4.7),"['Bastón del Vacío', 'Tempestad de Luden', 'Cronómetro estropeado', 'Llamasombría', 'Botas de hechicero', 'Vara innecesariamente grande', 'Visión lejana modificada']",Control Ward 1,0,1,1
229,Victoria,Ryze,6 , 9 , 12,"13,078","22,160",ARAM,17 18,C/Kill 43%,silver 1,46,(2.7),"['Botas de hechicero', 'Abrazo del serafín', 'Escarcha eterna', 'Códice diabólico', 'Brisa de éter', 'Cristal de rubí', 'Snack para poros']",Control Ward 0,0,0,4
230,Victoria,Sylas,13 , 9 , 20,"44,744","40,419",ARAM,21 52,C/Kill 72%,silver 4,54,(2.5),"['Cosechador nocturno', 'Tomo amplificador', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Llamasombría', 'Bastón del Vacío', 'Snack para poros']",Control Ward 0,0,0,2
231,Victoria,Fizz,6 , 7 , 21,"17,893","17,625",ARAM,17 32,C/Kill 56%,gold 1,48,(2.7),"['Cosechador nocturno', 'Poción reutilizable', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Llamasombría', 'Snack para poros']",Control Ward 0,0,0,4
232,Victoria,Taric,2 , 3 , 25,"4,920","15,534",ARAM,11 44,C/Kill 79%,silver 3,10,(0.9),"['Corazón de acero', 'Botas de mercurio', 'Poción reutilizable', 'Capa negatrón', 'Armadura lunar alada', 'Cristal de rubí', 'Snack para poros']",Control Ward 0,0,0,4
233,Derrota,LeBlanc,16 , 7 , 5,"58,394","37,312",Normal,46 35,C/Kill 64%,bronze 2,176,(3.8),"['Morellonomicón', 'Tempestad de Luden', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Llamasombría', 'Bastón del Vacío', 'Visión lejana modificada']",Control Ward 5,0,0,1
234,Derrota,Zed,0 , 4 , 3,"11,751","11,240",Normal,24 13,C/Kill 60%,bronze 1,140,(5.8),"['Poción reutilizable', 'Botas', 'Garra de merodeador', 'Tiamat', 'Cetro vampírico', 'Lente del oráculo']",Control Ward 2,0,0,1
235,Victoria,Morgana,4 , 10 , 31,"24,418","26,686",ARAM,23 23,C/Kill 58%,bronze 1,48,(2.1),"['Tempestad de Luden', 'Morellonomicón', 'Reloj de arena de Zhonya', 'Botas de hechicero', 'Velo del hada de la muerte', 'Snack para poros']",Control Ward 0,0,3,8
236,Derrota,Thresh,3 , 9 , 25,"14,373","36,765",ARAM,24 31,C/Kill 49%,gold 3,20,(0.8),"[""Jak'Sho, el Proteico"", 'Poción reutilizable', 'Botas de mercurio', 'Fuerza de la naturaleza', 'Malla de espinas', 'Corazón de hielo', 'Snack para poros']",Control Ward 0,0,1,0
237,Victoria,Fizz,15 , 14 , 33,"45,150","42,532",ARAM,27 48,C/Kill 63%,silver 1,61,(2.2),"['Cosechador nocturno', 'Botas de hechicero', 'Reloj de arena de Zhonya', 'Llamasombría', 'Bastón del Vacío', 'Sombrero mortal de Rabadon', 'Snack para poros']",Control Ward 0,1,4,10
238,Victoria,LeBlanc,8 , 6 , 22,"21,080","16,322",ARAM,16 53,C/Kill 59%,bronze 2,30,(1.8),"['Tempestad de Luden', 'Botas de hechicero', 'Cronómetro', 'Bastón del Vacío', 'Llamasombría', 'Tomo amplificador', 'Snack para poros']",Control Ward 0,0,0,0
239,Derrota,Jayce,5 , 8 , 25,"27,576","21,101",ARAM,22 21,C/Kill 64%,gold 2,61,(2.7),"['Eclipse', 'Botas de mercurio', 'Muramana', 'Recaudadora', 'Últimas palabras', 'Martillo de guerra de Caulfield', 'Snack para poros']",Control Ward 0,1,3,8
240,Derrota,Elise,6 , 4 , 2,"5,157","13,534",Normal,17 33,C/Kill 73%,gold 4,84,(4.8),"['Cachorro de Garra ígnea', 'Cosechador nocturno', 'Poción reutilizable', 'Botas de hechicero', 'Tomo amplificador', 'Lente del oráculo']",Control Ward 1,0,3,2
241,Victoria,Elise,8 , 2 , 6,"14,282","19,728",Normal,25 4,C/Kill 50%,bronze 3,149,(5.9),"['Llamasombría', 'Cosechador nocturno', 'Poción reutilizable', 'Botas de hechicero', 'Joya de la plaga', 'Vara explosiva', 'Lente del oráculo']",Control Ward 1,0,1,0
242,Derrota,Elise,4 , 4 , 0,"8,701","21,142",Normal,23 38,C/Kill 31%,bronze 2,111,(4.7),"['Cosechador nocturno', 'Cronómetro', 'Botas de hechicero', 'Códice diabólico', 'Lente del oráculo']",Control Ward 0,0,0,3
243,Victoria,Elise,9 , 9 , 16,"22,773","42,153",Normal,40 41,C/Kill 41%,silver 4,192,(4.7),"['Botas de hechicero', 'Poción reutilizable', 'Reloj de arena de Zhonya', 'Llamasombría', 'Cosechador nocturno', 'Joya de la plaga', 'Lente del oráculo']",Control Ward 0,1,2,4
244,Rehacer,Elise,0 , 0 , 0,0,346,Normal,1 46,C/Kill 0%,bronze 2,0,(0),"['Cachorro de Garra ígnea', 'Poción de vida', 'Lente del oráculo']",Control Ward 0,1,3,11
245,Derrota,Zed,4 , 4 , 2,"7,826","8,874",Normal,15 25,C/Kill 67%,gold 3,75,(4.9),"['Eclipse', 'Poción reutilizable', 'Botas de mercurio', 'Lente del oráculo']",Control Ward 2,0,3,6
246,Victoria,Zed,26 , 8 , 14,"59,086","45,103",Normal,42 8,C/Kill 68%,bronze 1,251,(6),"['Hidra voraz', 'Botas jonias de la lucidez', 'Garra de merodeador', 'Mecanoespada punki', 'Cuchilla negra', 'Rencor de Serylda', 'Lente del oráculo']",Control Ward 0,0,0,1
247,Derrota,Elise,4 , 9 , 7,"20,789","38,247",Normal,34 26,C/Kill 31%,gold 4,122,(3.5),"['Llamasombría', 'Poción reutilizable', 'Cintomisil hextech', 'Botas de hechicero', 'Orbe del olvido', 'Alternador hextech', 'Lente del oráculo']",Control Ward 0,0,1,2
248,Derrota,Elise,3 , 2 , 2,"2,988","11,103",Normal,16 31,C/Kill 33%,gold 3,69,(4.2),"['Cría de Caminabrisas', 'Botas de hechicero', 'Cintomisil hextech', 'Lente del oráculo']",Control Ward 2,0,0,3
249,Derrota,Zed,5 , 6 , 5,"16,531","21,217",Normal,29 56,C/Kill 53%,silver 1,162,(5.4),"['Poción reutilizable', 'Botas de mercurio', 'Garra de merodeador', 'Hidra voraz', 'Espada larga', 'Espada larga', 'Visión lejana modificada']",Control Ward 1,0,0,2
250,Derrota,Zed,7 , 7 , 4,"34,025","27,597",Normal,39 53,C/Kill 41%,silver 2,246,(6.2),"['Eclipse', 'Botas de mercurio', 'Sorbemaleficios', 'Hidra voraz', 'Cuchilla negra', 'Rencor de Serylda', 'Lente del oráculo']",Control Ward 2,0,1,0
251,Victoria,Zed,12 , 3 , 4,"27,402","14,561",Normal,29 5,C/Kill 64%,silver 4,173,(5.9),"['Eclipse', 'Botas de mercurio', 'Hidra voraz', 'Cuchilla negra', 'Poción reutilizable', 'Últimas palabras', 'Lente del oráculo']",Control Ward 1,0,0,4
252,Derrota,Zed,4 , 4 , 4,"22,788","21,556",Normal,39 18,C/Kill 31%,bronze 2,275,(7),"['Eclipse', 'Botas de mercurio', 'Hidra voraz', 'Cuchilla negra', 'Rencor de Serylda', 'Guardián invisible']",Control Ward 1,0,0,4
253,Derrota,Katarina,17 , 13 , 14,"29,606","34,638",ARAM,21 5,C/Kill 60%,silver 3,42,(2),"['Diente de Nashor', 'Botas de hechicero', 'Creagrietas', 'Tomo amplificador', 'Llamasombría', 'Sombrero mortal de Rabadon', 'Snack para poros']",Control Ward 0,0,2,9
254,Derrota,Zed,7 , 8 , 3,"10,035","24,856",Normal,25 47,C/Kill 48%,silver 4,144,(5.6),"['Hidra voraz', 'Eclipse', 'Cuchilla negra', 'Botas blindadas', 'Lente del oráculo']",Control Ward 2,1,3,11
255,Derrota,Kayn,0 , 6 , 0,"3,975","26,177",Normal,25 52,C/Kill 0%,bronze 1,134,(5.2),"['Lágrima de la diosa', 'Poción reutilizable', 'Garra de merodeador', 'Botas jonias de la lucidez', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 0,0,1,0
256,Derrota,Kayn,0 , 5 , 3,"3,185","13,178",Normal,36 17,C/Kill 11%,silver 4,72,(2),"['Brote de Brincamontes', 'Poción reutilizable', 'Garra de merodeador', 'Lágrima de la diosa', 'Calzado ligeramente mágico', 'Lente del oráculo']",Control Ward 0,1,0,6
257,Derrota,Kayn,4 , 7 , 5,"13,201","32,381",Normal,29 29,C/Kill 64%,silver 2,183,(6.2),"['Baile de la muerte', 'Botas blindadas', 'Chupasangre', 'Espada larga', 'Chaleco de zarzas', 'Lente del oráculo']",Control Ward 1,0,0,4
258,Derrota,Sylas,13 , 13 , 25,"40,641","48,789",ARAM,27 22,C/Kill 57%,gold 4,38,(1.4),"['Cosechador nocturno', 'Botas de hechicero', 'Reloj de arena de Zhonya', 'Llamasombría', 'Bastón del Vacío', 'Sombrero mortal de Rabadon', 'Snack para poros']",Control Ward 0,1,3,11
259,Victoria,Zed,13 , 8 , 10,"25,788","17,148",ARAM,23 58,C/Kill 74%,gold 3,83,(3.5),"['Filoscuro de Draktharr', 'Botas jonias de la lucidez', 'Arco axiomático', 'Recaudadora', 'Rencor de Serylda', 'Snack para poros']",Control Ward 0,0,1,3
260,Victoria,Zed,10 , 2 , 12,"20,674","12,160",Normal,25 7,C/Kill 54%,silver 1,149,(5.9),"['Eclipse', 'Gema avivadora', 'Botas jonias de la lucidez', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 0,0,1,8
261,Victoria,Zed,12 , 9 , 13,"30,638","31,356",Normal,40 4,C/Kill 51%,gold 3,218,(5.4),"['Botas de mercurio', 'Cuchilla negra', 'Garra de merodeador', 'Hidra voraz', 'Últimas palabras', 'Espada larga', 'Lente del oráculo']",Control Ward 2,0,0,0
262,Derrota,Zed,3 , 5 , 4,"12,551","13,889",Normal,24 57,C/Kill 32%,gold 3,101,(4),"['Eclipse', 'Tiamat', 'Poción reutilizable', 'Botas de mercurio', 'Espada larga', 'Espada larga', 'Lente del oráculo']",Control Ward 4,0,1,1
263,Derrota,Kayn,3 , 7 , 7,"17,397","46,814",Normal,41 37,C/Kill 37%,silver 2,200,(4.8),"['Botas de mercurio', 'Poción reutilizable', 'Chupasangre', 'Cuchilla negra', 'Malla de espinas', 'Lente del oráculo']",Control Ward 0,1,3,11
264,Derrota,LeBlanc,3 , 7 , 5,"18,706","34,371",Normal,38 2,C/Kill 32%,silver 2,154,(4),"['Vara explosiva', 'Tempestad de Luden', 'Botas de hechicero', 'Llamasombría', 'Anillo de Doran', 'Joya de la plaga', 'Lente del oráculo']",Control Ward 3,2,1,8
265,Victoria,Zed,8 , 3 , 8,"17,800","18,782",Normal,33 11,C/Kill 39%,silver 2,187,(5.6),"['Eclipse', 'Martillo de guerra de Caulfield', 'Filo fantasmal de Youmuu', 'Botas de mercurio', 'Rencor de Serylda', 'Gema avivadora', 'Lente del oráculo']",Control Ward 1,0,0,5
266,Victoria,Zed,7 , 0 , 2,"12,019","8,194",Normal,21 0,C/Kill 50%,silver 4,136,(6.5),"['Eclipse', 'Botas jonias de la lucidez', 'Poción reutilizable', 'Hidra voraz', 'Martillo de guerra de Caulfield', 'Espada larga', 'Lente del oráculo']",Control Ward 2,0,1,6
267,Victoria,Zed,11 , 3 , 10,"30,187","13,256",Normal,28 9,C/Kill 70%,gold 4,162,(5.8),"['Hidra voraz', 'Botas jonias de la lucidez', 'Poción reutilizable', 'Eclipse', 'Cuchilla negra', 'Martillo de guerra de Caulfield', 'Guardián invisible']",Control Ward 1,0,0,4
268,Derrota,Nasus,9 , 10 , 14,"20,308","25,270",ARAM,16 48,C/Kill 70%,gold 4,41,(2.4),"['Desconsuelo de Liandry', 'Botas de hechicero', 'Abrazo demoníaco', 'Cetro de cristal de Rylai', 'Bastón del Vacío', 'Snack para poros']",Control Ward 0,0,0,0
269,Victoria,Zed,3 , 2 , 0,"4,954","5,458",Normal,15 45,C/Kill 21%,silver 3,100,(6.3),"['Eclipse', 'Poción reutilizable', 'Botas de mercurio', 'Lente del oráculo']",Control Ward 4,0,0,1
270,Victoria,LeBlanc,8 , 3 , 10,"15,990","16,167",Normal,27 25,C/Kill 58%,silver 3,120,(4.4),"['Anillo de Doran', 'Tempestad de Luden', 'Poción reutilizable', 'Botas de hechicero', 'Robaalmas de Mejai', 'Llamasombría', 'Lente del oráculo']",Control Ward 2,0,0,0
271,Derrota,Kayn,2 , 11 , 15,"24,944","73,268",Normal,46 31,C/Kill 59%,bronze 2,220,(4.7),"['Botas blindadas', 'Baile de la muerte', 'Chupasangre', 'Cuchilla negra', 'Armadura de tela', 'Rostro espiritual', 'Lente del oráculo']",Control Ward 1,0,0,0
272,Derrota,Kayn,5 , 8 , 8,"17,892","38,435",Normal,35 25,C/Kill 42%,gold 3,204,(5.8),"['Muramana', 'Espada larga', 'Garra de merodeador', 'Botas de mercurio', 'Filo de la noche', 'Últimas palabras', 'Lente del oráculo']",Control Ward 0,1,3,9
273,Derrota,Zed,15 , 7 , 5,"38,849","29,855",Normal,39 31,C/Kill 51%,silver 2,230,(5.8),"['Hidra voraz', 'Cuchilla negra', 'Garra de merodeador', 'Fauces de Malmortius', 'Botas de mercurio', 'Poción reutilizable', 'Lente del oráculo']",Control Ward 4,0,0,1
274,Derrota,LeBlanc,7 , 13 , 26,"29,517","33,797",ARAM,26 6,C/Kill 54%,silver 4,27,(1),"['Tempestad de Luden', 'Botas de hechicero', 'Reloj de arena de Zhonya', 'Llamasombría', 'Bastón del Vacío', 'Barrera frondosa', 'Snack para poros']",Control Ward 0,0,0,0
275,Derrota,Riven,1 , 8 , 11,"10,288","20,974",ARAM,15 9,C/Kill 35%,silver 2,28,(1.8),"['Botas de mercurio', 'Poción reutilizable', 'Chupasangre', 'Fauces de Malmortius', 'Martillo de guerra de Caulfield', 'Snack para poros']",Control Ward 0,0,0,0
276,Derrota,Caitlyn,9 , 9 , 15,"16,985","20,708",ARAM,17 49,C/Kill 80%,silver 1,73,(4.1),"['Verdugo de krakens', 'Grebas de berserker', 'Poción reutilizable', 'Cañón de fuego rápido', 'Filo infinito', 'Últimas palabras', 'Snack para poros']",Control Ward 0,0,0,0
277,Derrota,Veigar,3 , 6 , 18,"19,425","13,049",ARAM,18 4,C/Kill 70%,bronze 1,38,(2.1),"['Tempestad de Luden', 'Botas de hechicero', 'Llamasombría', 'Joya de la plaga', 'Vara explosiva', 'Snack para poros']",Control Ward 0,0,0,0
278,Derrota,Lux,3 , 8 , 22,"23,128","15,360",ARAM,19 42,C/Kill 68%,silver 3,45,(2.3),"['Tempestad de Luden', 'Llamasombría', 'Joya de la plaga', 'Botas de hechicero', 'Snack para poros']",Control Ward 0,0,0,0
279,Victoria,Kayn,13 , 7 , 26,"47,753","63,081",Normal,43 8,C/Kill 61%,bronce 1,243,(5.6),"['Cuchilla negra', 'Baile de la muerte', 'Chupasangre', 'Botas blindadas', 'Malla de espinas', 'Protección de la legión', 'Lente del oráculo']",Control Ward 2,0,0,0
280,Derrota,Zed,5 , 7 , 2,"16,808","17,881",Normal,24 47,C/Kill 39%,bronce 3,138,(5.6),"['Eclipse', 'Poción reutilizable', 'Botas de mercurio', 'Hidra voraz', 'Lente del oráculo']",Control Ward 3,0,0,0
